model,config,seed,fold,repeat,mae,mse,r2
BilinearFusionNetwork,ae_spec+vib_spec+physics+pp,44,0,0,0.019562972709536552,0.0004263710288796574,-10.437125205993652
BilinearFusionNetwork,ae_spec+vib_spec+physics+pp,44,1,0,0.022844750434160233,0.0007513593882322311,-38.870277404785156
BilinearFusionNetwork,ae_spec+vib_spec+physics+pp,44,2,0,0.010694630444049835,0.0001595888752490282,-0.5617504119873047
BilinearFusionNetwork,ae_spec+vib_spec+physics+pp,44,3,0,0.008326863870024681,0.00010794033005367965,0.05411422252655029
BilinearFusionNetwork,ae_spec+vib_spec+physics+pp,44,4,0,0.029675310477614403,0.0011735334992408752,-38.5320930480957
BilinearFusionNetwork,ae_spec+vib_spec+physics+pp,44,5,0,0.01291909534484148,0.00022264083963818848,-3.269904136657715
BilinearFusionNetwork,ae_spec+vib_spec+physics+pp,44,6,0,0.2730710208415985,0.0749499499797821,-432.43426513671875
BilinearFusionNetwork,ae_spec+vib_spec+physics+pp,44,7,0,0.1046658530831337,0.011265814304351807,-92.93150329589844
BilinearFusionNetwork,ae_spec+vib_spec+physics+pp,44,8,0,0.058773379772901535,0.004894073121249676,-66.00438690185547
BilinearFusionNetwork,ae_spec+vib_spec+physics+pp,44,9,0,0.033355530351400375,0.0012738575460389256,-20.105588912963867
BilinearFusionNetwork,ae_spec+vib_spec+physics+pp,44,10,0,0.04838975518941879,0.00237518223002553,-86.52363586425781
BilinearFusionNetwork,ae_spec+vib_spec+physics+pp,44,11,0,0.016704559326171875,0.00048517450341023505,-6.978005409240723
BilinearFusionNetwork,ae_spec+vib_spec+physics+pp,44,12,0,0.020941246300935745,0.000642533355858177,-10.217723846435547
BilinearFusionNetwork,ae_spec+vib_spec+physics+pp,44,13,0,0.009305564686655998,0.00013446612865664065,-5.301248073577881
BilinearFusionNetwork,ae_spec+vib_spec+physics+pp,44,14,0,0.05057421326637268,0.0026065977290272713,-77.54888153076172
BilinearFusionNetwork,ae_spec+vib_spec+physics+pp,44,15,0,0.027232563123106956,0.0008048965828493237,-14.44124984741211
